-1.438193548673427813e+01,2.327046044154432636e+01,0.000000000000000000e+00
1.438193548673427813e+01,2.327046044154432636e+01,0.000000000000000000e+00
-1.438193548673427813e+01,-2.327046044154432636e+01,0.000000000000000000e+00
1.438193548673427813e+01,-2.327046044154432636e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.438192770070838478e+01,2.327044784348979434e+01
0.000000000000000000e+00,1.438192770070838655e+01,2.327044784348979789e+01
0.000000000000000000e+00,-1.438194327276016971e+01,-2.327047303959885483e+01
0.000000000000000000e+00,1.438194327276016971e+01,-2.327047303959885483e+01
1.454365499866970346e+01,0.000000000000000000e+00,-8.988473109830183105e+00
3.199726588441894748e+01,0.000000000000000000e+00,1.977539786363837138e+01
-3.199503705436267609e+01,0.000000000000000000e+00,-1.977402037090844900e+01
-1.454588382872597130e+01,0.000000000000000000e+00,8.989850602560103709e+00
0.000000000000000000e+00,2.735606692319029065e+01,0.000000000000000000e+00
0.000000000000000000e+00,-2.735606692319029065e+01,0.000000000000000000e+00
-7.357355955669950376e+00,-1.926180795927539080e+01,1.190445200360544575e+01
9.549535277257703569e+00,-2.500100793262681265e+01,1.545147265536911618e+01
-7.357355955669951264e+00,1.926180795927539435e+01,1.190445200360544753e+01
9.549535277257703569e+00,2.500100793262681265e+01,1.545147265536911618e+01
0.000000000000000000e+00,0.000000000000000000e+00,2.735606692319029065e+01
-9.549623201378411252e+00,-2.500123812096325793e+01,-1.545161491958485378e+01
7.357443879790658059e+00,-1.926203814761183608e+01,-1.190459426782118157e+01
-9.549623201378409476e+00,2.500123812096325437e+01,-1.545161491958485023e+01
7.357443879790657171e+00,1.926203814761183253e+01,-1.190459426782117980e+01
0.000000000000000000e+00,0.000000000000000000e+00,-2.735606692319029065e+01
1.749308386183448505e+01,1.081132039466598371e+01,-6.681763467168504889e+00
1.749308386183448860e+01,-1.081132039466598549e+01,-6.681763467168505777e+00
9.037997223720253714e+00,-5.585789474486303696e+00,-1.462378669820655475e+01
